0,0.10602779606787721
1,0.10712027783642131
2,0.10599001902850963
3,0.10929454029771302
4,0.10883534151841427
5,0.10832897430328066
6,0.10916346175126866
7,0.1101591914613256
8,0.1107780939981448
9,0.10915860018517141
10,0.10600171627997915
11,0.10055618035056146
12,0.10171268384421654
13,0.10203811595448709
14,0.10105908976427362
15,0.09899505021344983
16,0.0982682734471872
17,0.0990155537193768
18,0.10045455649475953
19,0.10116036868505629
20,0.10132390749135882
21,0.10352911868486722
22,0.102503590483409
23,0.1047124916851594
